[2017-12-28 05:51:31,734: INFO/Beat] beat: Starting...
[2017-12-28 06:03:33,786: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[6b653631-a55f-46d1-8aff-b505b3568d47]  
[2017-12-28 06:03:33,787: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[6b653631-a55f-46d1-8aff-b505b3568d47] succeeded in 0.000252687998s: 'OBSOLETE METHOD'
[2017-12-28 06:03:33,798: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[8cd8c4ab-4e77-4d35-879d-3c2479a58ab6]  
[2017-12-28 06:03:33,798: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[4ed57e45-2856-4daf-9d9e-9d2c0f5b23fc] succeeded in 0.126847025007s: 'SUCCESS'
[2017-12-28 06:03:33,800: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[8cd8c4ab-4e77-4d35-879d-3c2479a58ab6] succeeded in 0.000311284005875s: 'SUCCESS'
[2017-12-28 06:04:33,665: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:04:33,671: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[69238f86-0291-4aff-a848-59d4904f00ff]  
[2017-12-28 06:04:33,720: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[b020bf34-ac0b-4d50-a549-ab34a08ca248]  
[2017-12-28 06:04:33,721: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[b020bf34-ac0b-4d50-a549-ab34a08ca248] succeeded in 0.000306255999021s: 'OBSOLETE METHOD'
[2017-12-28 06:04:33,732: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[fdb65789-9f93-4d7d-9d5b-3d2b9e94395a]  
[2017-12-28 06:04:33,733: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[fdb65789-9f93-4d7d-9d5b-3d2b9e94395a] succeeded in 0.000282017994323s: 'SUCCESS'
[2017-12-28 06:04:33,747: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[f3ecad37-2863-47a1-ba8e-634bae80dd22]  
[2017-12-28 06:04:33,748: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[f3ecad37-2863-47a1-ba8e-634bae80dd22] succeeded in 0.000316512014251s: 'OBSOLETE METHOD'
[2017-12-28 06:04:33,758: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[e043b086-3e2e-4a80-88af-9816c4cdad49]  
[2017-12-28 06:04:33,758: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[69238f86-0291-4aff-a848-59d4904f00ff] succeeded in 0.0862790249957s: 'SUCCESS'
[2017-12-28 06:04:33,760: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[e043b086-3e2e-4a80-88af-9816c4cdad49] succeeded in 0.000278159990557s: 'SUCCESS'
[2017-12-28 06:05:33,665: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:05:33,669: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[aa2be961-5294-407a-a108-98118c10f743]  
[2017-12-28 06:05:33,730: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[03e5399c-c740-4d14-9b56-071195618cb0]  
[2017-12-28 06:05:33,731: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[03e5399c-c740-4d14-9b56-071195618cb0] succeeded in 0.000194127991563s: 'OBSOLETE METHOD'
[2017-12-28 06:05:33,742: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[ab1506a7-ac5a-4793-a633-f70ae6dd18bf]  
[2017-12-28 06:05:33,744: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[ab1506a7-ac5a-4793-a633-f70ae6dd18bf] succeeded in 0.000304139990476s: 'SUCCESS'
[2017-12-28 06:05:33,758: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[04a685f8-9e5e-4b6b-8b57-18aae098a4a8]  
[2017-12-28 06:05:33,760: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[04a685f8-9e5e-4b6b-8b57-18aae098a4a8] succeeded in 0.000622034000116s: 'OBSOLETE METHOD'
[2017-12-28 06:05:33,771: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[f7a80de2-eb2a-43a9-b20d-b054391439fc]  
[2017-12-28 06:05:33,771: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[aa2be961-5294-407a-a108-98118c10f743] succeeded in 0.0999457210128s: 'SUCCESS'
[2017-12-28 06:05:33,772: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[f7a80de2-eb2a-43a9-b20d-b054391439fc] succeeded in 0.000187429002835s: 'SUCCESS'
[2017-12-28 06:06:33,645: INFO/Beat] Scheduler: Sending due task update-feed-boomerang (crowdsourcing.tasks.update_feed_boomerang)
[2017-12-28 06:06:33,650: INFO/MainProcess] Received task: crowdsourcing.tasks.update_feed_boomerang[90e7e858-ad71-4561-877a-2a6a46e286a9]  
[2017-12-28 06:06:33,666: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:06:33,668: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[82a2e10c-0fa6-4fd2-9663-eded720593a2]  
[2017-12-28 06:06:33,713: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[2f2c36d5-15dc-4433-afa5-6d5db07ecf6a]  
[2017-12-28 06:06:33,715: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[2f2c36d5-15dc-4433-afa5-6d5db07ecf6a] succeeded in 0.000415950009483s: 'OBSOLETE METHOD'
[2017-12-28 06:06:33,730: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[746cf75a-8814-4c94-9a70-d5c60eea2811]  
[2017-12-28 06:06:33,731: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[746cf75a-8814-4c94-9a70-d5c60eea2811] succeeded in 0.000319996994222s: 'SUCCESS'
[2017-12-28 06:06:33,752: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[3e5b1d23-aac0-4715-8634-04c84e4c9d68]  
[2017-12-28 06:06:33,753: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[3e5b1d23-aac0-4715-8634-04c84e4c9d68] succeeded in 0.000307007998344s: 'OBSOLETE METHOD'
[2017-12-28 06:06:33,756: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_feed_boomerang[90e7e858-ad71-4561-877a-2a6a46e286a9] succeeded in 0.105189984999s: 'SUCCESS: 0 rows affected'
[2017-12-28 06:06:33,766: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[c7c53a6d-acdd-4329-a338-fddddd5e6eeb]  
[2017-12-28 06:06:33,765: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.expire_tasks[82a2e10c-0fa6-4fd2-9663-eded720593a2] succeeded in 0.0959053940023s: 'SUCCESS'
[2017-12-28 06:06:33,767: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[c7c53a6d-acdd-4329-a338-fddddd5e6eeb] succeeded in 0.000409996995586s: 'SUCCESS'
[2017-12-28 06:06:34,303: INFO/Beat] Scheduler: Sending due task auto-approve-tasks (crowdsourcing.tasks.auto_approve_tasks)
[2017-12-28 06:06:34,306: INFO/MainProcess] Received task: crowdsourcing.tasks.auto_approve_tasks[cb1c3101-f222-4fed-9c5b-ee6d01cb156a]  
[2017-12-28 06:06:34,324: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.auto_approve_tasks[cb1c3101-f222-4fed-9c5b-ee6d01cb156a] succeeded in 0.0174442999996s: 'SUCCESS'
[2017-12-28 06:07:33,666: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:07:33,670: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[ebfe6612-24a6-42db-960c-158ff54d12ae]  
[2017-12-28 06:07:33,722: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[b3cb9ed3-e5f3-4f77-871d-42d74c285bf2]  
[2017-12-28 06:07:33,723: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[b3cb9ed3-e5f3-4f77-871d-42d74c285bf2] succeeded in 0.000253656005953s: 'OBSOLETE METHOD'
[2017-12-28 06:07:33,733: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[27dc9bd2-03e8-4ebc-9d88-fa0166e24686]  
[2017-12-28 06:07:33,735: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[27dc9bd2-03e8-4ebc-9d88-fa0166e24686] succeeded in 0.000191283004824s: 'SUCCESS'
[2017-12-28 06:07:33,749: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[661bb9d9-9eb4-47f1-b092-487514441aef]  
[2017-12-28 06:07:33,750: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[661bb9d9-9eb4-47f1-b092-487514441aef] succeeded in 0.000188521997188s: 'OBSOLETE METHOD'
[2017-12-28 06:07:33,762: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[5fa5a3fa-eab1-4ac3-8f50-1b3a60eb0ba5]  
[2017-12-28 06:07:33,761: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[ebfe6612-24a6-42db-960c-158ff54d12ae] succeeded in 0.0898421970051s: 'SUCCESS'
[2017-12-28 06:07:33,764: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[5fa5a3fa-eab1-4ac3-8f50-1b3a60eb0ba5] succeeded in 0.000495390006108s: 'SUCCESS'
[2017-12-28 06:08:33,668: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:08:33,683: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[1ab869bd-27d3-4b52-8211-91a5291a527e]  
[2017-12-28 06:08:33,753: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[9e74d866-6e31-4a1e-bf02-1ffb8cf7c05d]  
[2017-12-28 06:08:33,764: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[9e74d866-6e31-4a1e-bf02-1ffb8cf7c05d] succeeded in 0.00382704299409s: 'OBSOLETE METHOD'
[2017-12-28 06:08:33,768: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[6c4cecb7-69b5-47c2-92df-9fb810c45257]  
[2017-12-28 06:08:33,780: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[6c4cecb7-69b5-47c2-92df-9fb810c45257] succeeded in 0.00369695399422s: 'SUCCESS'
[2017-12-28 06:08:33,785: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[fa0b6855-b73d-4ce5-accd-a6ed19250611]  
[2017-12-28 06:08:33,802: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[6cf0f5f1-dac2-46af-96f2-f39d902e9c0c]  
[2017-12-28 06:08:33,802: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[1ab869bd-27d3-4b52-8211-91a5291a527e] succeeded in 0.108703113001s: 'SUCCESS'
[2017-12-28 06:08:33,801: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[fa0b6855-b73d-4ce5-accd-a6ed19250611] succeeded in 0.00859522199607s: 'OBSOLETE METHOD'
[2017-12-28 06:08:33,806: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[6cf0f5f1-dac2-46af-96f2-f39d902e9c0c] succeeded in 0.000953473005211s: 'SUCCESS'
[2017-12-28 06:09:33,668: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:09:33,683: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[b6da75eb-bf0c-4e88-9950-ae241b867aeb]  
[2017-12-28 06:09:33,755: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[d4e1c35a-45e4-4df5-9595-4c924f90ec3c]  
[2017-12-28 06:09:33,765: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[d4e1c35a-45e4-4df5-9595-4c924f90ec3c] succeeded in 0.00326647699694s: 'OBSOLETE METHOD'
[2017-12-28 06:09:33,771: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[ff9f03d3-da1f-4ad9-bf94-a1e9a6dea501]  
[2017-12-28 06:09:33,782: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[ff9f03d3-da1f-4ad9-bf94-a1e9a6dea501] succeeded in 0.00362217500515s: 'SUCCESS'
[2017-12-28 06:09:33,787: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[34c83d05-c2cc-469f-b574-efd36f8cb8bf]  
[2017-12-28 06:09:33,800: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[34c83d05-c2cc-469f-b574-efd36f8cb8bf] succeeded in 0.00403760799963s: 'OBSOLETE METHOD'
[2017-12-28 06:09:33,803: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[477fc871-1c5c-4574-8fcc-1e833a669608]  
[2017-12-28 06:09:33,803: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.expire_tasks[b6da75eb-bf0c-4e88-9950-ae241b867aeb] succeeded in 0.111102352996s: 'SUCCESS'
[2017-12-28 06:09:33,806: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[477fc871-1c5c-4574-8fcc-1e833a669608] succeeded in 0.000783306997619s: 'SUCCESS'
[2017-12-28 06:10:33,667: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:10:33,672: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[9a496ae2-c357-4f37-93d7-47d028ef96b5]  
[2017-12-28 06:10:33,742: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[366e051d-cc43-4be6-962a-bc730a83e7db]  
[2017-12-28 06:10:33,745: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[366e051d-cc43-4be6-962a-bc730a83e7db] succeeded in 0.000479224006995s: 'OBSOLETE METHOD'
[2017-12-28 06:10:33,759: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[90e603b0-6391-44c5-80ff-382963dc7fc8]  
[2017-12-28 06:10:33,761: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[90e603b0-6391-44c5-80ff-382963dc7fc8] succeeded in 0.000859375999426s: 'SUCCESS'
[2017-12-28 06:10:33,773: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[c02f816f-b2ed-48ac-a3d1-dfeb2d26f9f9]  
[2017-12-28 06:10:33,776: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[c02f816f-b2ed-48ac-a3d1-dfeb2d26f9f9] succeeded in 0.000389303997508s: 'OBSOLETE METHOD'
[2017-12-28 06:10:33,787: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[cf58e15f-66c8-49a2-bfd2-1603f0c53124]  
[2017-12-28 06:10:33,786: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[9a496ae2-c357-4f37-93d7-47d028ef96b5] succeeded in 0.112848449004s: 'SUCCESS'
[2017-12-28 06:10:33,788: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[cf58e15f-66c8-49a2-bfd2-1603f0c53124] succeeded in 0.000383136008168s: 'SUCCESS'
[2017-12-28 06:10:34,303: INFO/Beat] Scheduler: Sending due task auto-approve-tasks (crowdsourcing.tasks.auto_approve_tasks)
[2017-12-28 06:10:34,306: INFO/MainProcess] Received task: crowdsourcing.tasks.auto_approve_tasks[7ebe840a-a669-454b-8e11-fb87dabd8cb4]  
[2017-12-28 06:10:34,325: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.auto_approve_tasks[7ebe840a-a669-454b-8e11-fb87dabd8cb4] succeeded in 0.01792053401s: 'SUCCESS'
[2017-12-28 06:11:33,645: INFO/Beat] Scheduler: Sending due task update-feed-boomerang (crowdsourcing.tasks.update_feed_boomerang)
[2017-12-28 06:11:33,651: INFO/MainProcess] Received task: crowdsourcing.tasks.update_feed_boomerang[f5f5cf5d-8180-4bb5-b0cd-5e1c4a201705]  
[2017-12-28 06:11:33,667: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:11:33,669: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[269d79c7-a781-4380-9e00-9820450caac7]  
[2017-12-28 06:11:33,708: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[a330a882-2463-44af-ab2f-889a657491ff]  
[2017-12-28 06:11:33,710: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[a330a882-2463-44af-ab2f-889a657491ff] succeeded in 0.000302742002532s: 'OBSOLETE METHOD'
[2017-12-28 06:11:33,727: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[05b30007-0eeb-445c-9cd1-39eb192b20cb]  
[2017-12-28 06:11:33,729: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[05b30007-0eeb-445c-9cd1-39eb192b20cb] succeeded in 0.000933767994866s: 'SUCCESS'
[2017-12-28 06:11:33,748: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[eebdf1dc-7644-425e-bb3b-d51b680dad3c]  
[2017-12-28 06:11:33,749: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[eebdf1dc-7644-425e-bb3b-d51b680dad3c] succeeded in 0.000243268994382s: 'OBSOLETE METHOD'
[2017-12-28 06:11:33,765: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[efeeed59-08e8-4fa0-b0a3-d9290244a111]  
[2017-12-28 06:11:33,764: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[269d79c7-a781-4380-9e00-9820450caac7] succeeded in 0.0939791980054s: 'SUCCESS'
[2017-12-28 06:11:33,767: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[efeeed59-08e8-4fa0-b0a3-d9290244a111] succeeded in 0.000338764002663s: 'SUCCESS'
[2017-12-28 06:11:33,773: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_feed_boomerang[f5f5cf5d-8180-4bb5-b0cd-5e1c4a201705] succeeded in 0.120439599006s: 'SUCCESS: 0 rows affected'
[2017-12-28 06:12:33,668: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:12:33,683: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[1c9fdbc9-14ff-44ea-99d9-c033c42e3ca2]  
[2017-12-28 06:12:33,801: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[ac475c6e-46cf-4412-ab10-6976e827cbbc]  
[2017-12-28 06:12:33,815: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[ac475c6e-46cf-4412-ab10-6976e827cbbc] succeeded in 0.00375605499721s: 'OBSOLETE METHOD'
[2017-12-28 06:12:33,821: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[a60f4f7c-fb0c-418e-9294-385880e1775e]  
[2017-12-28 06:12:33,841: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[a60f4f7c-fb0c-418e-9294-385880e1775e] succeeded in 0.0114670930052s: 'SUCCESS'
[2017-12-28 06:12:33,848: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[892ebe0b-69f8-414e-ab77-46d13fceed91]  
[2017-12-28 06:12:33,859: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[892ebe0b-69f8-414e-ab77-46d13fceed91] succeeded in 0.0037982010108s: 'OBSOLETE METHOD'
[2017-12-28 06:12:33,864: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[70e0ee4a-e202-46bb-956b-c2b6f657e5ec]  
[2017-12-28 06:12:33,864: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.expire_tasks[1c9fdbc9-14ff-44ea-99d9-c033c42e3ca2] succeeded in 0.166746811999s: 'SUCCESS'
[2017-12-28 06:12:33,871: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[70e0ee4a-e202-46bb-956b-c2b6f657e5ec] succeeded in 0.00502646999666s: 'SUCCESS'
[2017-12-28 06:13:33,668: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:13:33,683: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[1fbc339c-d3c3-4276-a895-e85c5a5fa4d2]  
[2017-12-28 06:13:33,761: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[31008fc7-f7be-4af5-8742-32f12584318d]  
[2017-12-28 06:13:33,774: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[31008fc7-f7be-4af5-8742-32f12584318d] succeeded in 0.0041738509899s: 'OBSOLETE METHOD'
[2017-12-28 06:13:33,778: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[9a7a1e83-3246-4e8f-8af3-843df80695f8]  
[2017-12-28 06:13:33,791: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[9a7a1e83-3246-4e8f-8af3-843df80695f8] succeeded in 0.00390691099165s: 'SUCCESS'
[2017-12-28 06:13:33,796: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[211ed446-7994-4c9e-89b2-c1a9b5174804]  
[2017-12-28 06:13:33,809: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[211ed446-7994-4c9e-89b2-c1a9b5174804] succeeded in 0.00409324400243s: 'OBSOLETE METHOD'
[2017-12-28 06:13:33,812: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[3722bdb0-e0f6-43fc-82d4-133560601075]  
[2017-12-28 06:13:33,812: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.expire_tasks[1fbc339c-d3c3-4276-a895-e85c5a5fa4d2] succeeded in 0.120097178995s: 'SUCCESS'
[2017-12-28 06:13:33,815: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[3722bdb0-e0f6-43fc-82d4-133560601075] succeeded in 0.00112913000339s: 'SUCCESS'
[2017-12-28 06:14:33,667: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:14:33,672: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[a22babd3-8681-4af8-852f-d39c35bb35e5]  
[2017-12-28 06:14:33,722: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[a2a46aa7-c17e-4051-ad68-870c16bcc5d0]  
[2017-12-28 06:14:33,723: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[a2a46aa7-c17e-4051-ad68-870c16bcc5d0] succeeded in 0.000210718993912s: 'OBSOLETE METHOD'
[2017-12-28 06:14:33,735: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[2cecff13-242e-40b6-b8b4-1acc3f01b039]  
[2017-12-28 06:14:33,736: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[2cecff13-242e-40b6-b8b4-1acc3f01b039] succeeded in 0.000214571002289s: 'SUCCESS'
[2017-12-28 06:14:33,749: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[e5aaccc5-32e2-4baf-bb7e-7893b3104c52]  
[2017-12-28 06:14:33,751: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[e5aaccc5-32e2-4baf-bb7e-7893b3104c52] succeeded in 0.000237433996517s: 'OBSOLETE METHOD'
[2017-12-28 06:14:33,762: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[8af0e2e7-803b-42bb-b89e-2056340e34eb]  
[2017-12-28 06:14:33,762: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.expire_tasks[a22babd3-8681-4af8-852f-d39c35bb35e5] succeeded in 0.0881800389907s: 'SUCCESS'
[2017-12-28 06:14:33,764: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[8af0e2e7-803b-42bb-b89e-2056340e34eb] succeeded in 0.000215776992263s: 'SUCCESS'
[2017-12-28 06:14:34,303: INFO/Beat] Scheduler: Sending due task auto-approve-tasks (crowdsourcing.tasks.auto_approve_tasks)
[2017-12-28 06:14:34,306: INFO/MainProcess] Received task: crowdsourcing.tasks.auto_approve_tasks[27d6fc77-7a73-4e50-bc23-301957e84696]  
[2017-12-28 06:14:34,325: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.auto_approve_tasks[27d6fc77-7a73-4e50-bc23-301957e84696] succeeded in 0.0177390699973s: 'SUCCESS'
[2017-12-28 06:15:33,672: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:15:33,689: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[9443d372-0eb6-496b-ad1e-844fab296cbf]  
[2017-12-28 06:15:33,770: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[1662fdb0-cdec-4007-9138-8afd821b2de3]  
[2017-12-28 06:15:33,781: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[1662fdb0-cdec-4007-9138-8afd821b2de3] succeeded in 0.00334088300588s: 'OBSOLETE METHOD'
[2017-12-28 06:15:33,788: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[bc7bbf6b-a9bd-4438-b265-adc883ba9a8b]  
[2017-12-28 06:15:33,807: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[bc7bbf6b-a9bd-4438-b265-adc883ba9a8b] succeeded in 0.0111395020067s: 'SUCCESS'
[2017-12-28 06:15:33,811: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[44d5d2fc-79f8-4347-9d94-11b80062464f]  
[2017-12-28 06:15:33,824: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[44d5d2fc-79f8-4347-9d94-11b80062464f] succeeded in 0.00476465300017s: 'OBSOLETE METHOD'
[2017-12-28 06:15:33,826: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[e51b6840-b9a8-43f0-8718-8687a377a411]  
[2017-12-28 06:15:33,827: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.expire_tasks[9443d372-0eb6-496b-ad1e-844fab296cbf] succeeded in 0.129221056995s: 'SUCCESS'
[2017-12-28 06:15:33,832: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[e51b6840-b9a8-43f0-8718-8687a377a411] succeeded in 0.00160341100127s: 'SUCCESS'
[2017-12-28 06:16:33,670: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:16:33,675: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[ee13f676-2386-4adc-869a-f45be561e1d7]  
[2017-12-28 06:16:33,675: INFO/Beat] Scheduler: Sending due task update-feed-boomerang (crowdsourcing.tasks.update_feed_boomerang)
[2017-12-28 06:16:33,680: INFO/MainProcess] Received task: crowdsourcing.tasks.update_feed_boomerang[03e0a881-8fbc-4d1b-bced-ebfc3af9230d]  
